Dependency=location	Option=Flex_LightDistribution	Option=Flex_LightManufacturing	Option=Flex_R_D	Option=Flex_Showroom	Option=Flex_TelecomHotel_DataHosting	Option=HealthCare_AssistedLiving	Option=HealthCare_CongregateSeniorHousing	Option=HealthCare_ContinuingCareRetirementCommunity	Option=HealthCare_Hospital	Option=HealthCare_RehabilitationCenter	Option=HealthCare_SkilledNursingFacility	Option=Hospitality_Hotel	Option=Hospitality_HotelCasino	Option=Hospitality_Motel	Option=Hospitality_SingleRoomOccupancyHotel	Option=Industrial_Distribution	Option=Industrial_FoodProcessing	Option=Industrial_Manufacturing	Option=Industrial_Refrigeration_ColdStorage	Option=Industrial_Service	Option=Industrial_Showroom	Option=Industrial_TelecomHotel_DataHosting	Option=Industrial_TruckTerminal	Option=Industrial_Warehouse	Option=Land_Commercial	Option=Land_Industrial	Option=Multi_Family_Apartments	Option=Multi_Family_Dormitory	Option=Multi_Family_ManufacturedHousing_MobileHomePark	Option=Office_IndustrialLive_WorkUnit	Option=Office_Loft_CreativeSpace	Option=Office_Medical	Option=Office_OfficeLive_WorkUnit	Option=Office_Office_Residential	Option=Office_TelecomHotel_DataHosting	Option=Retail_AutoDealership	Option=Retail_AutoRepair	Option=Retail_Bank	Option=Retail_Bar	Option=Retail_BowlingAlley	Option=Retail_ConvenienceStore	Option=Retail_DayCareCenter	Option=Retail_DepartmentStore	Option=Retail_DrugStore	Option=Retail_FastFood	Option=Retail_Freestanding	Option=Retail_FuneralHome	Option=Retail_GardenCenter	Option=Retail_HealthClub	Option=Retail_MovieTheatre	Option=Retail_Restaurant	Option=Retail_ServiceStation	Option=Retail_Storefront	Option=Retail_StorefrontRetail_Office	Option=Retail_StorefrontRetail_Residential	Option=Retail_Supermarket	Option=Retail_TruckStop	Option=Retail_Veterinarian_Kennel	Option=Specialty_AirplaneHangar	Option=Specialty_Airport	Option=Specialty_AutoSalvageFacility	Option=Specialty_CarWash	Option=Specialty_Cement_GravelPlant	Option=Specialty_Cemetery_Mausoleum	Option=Specialty_Chemical_OilRefinery	Option=Specialty_ContractorStorageYard	Option=Specialty_CorrectionalFacility	Option=Specialty_Drive_inMovie	Option=Specialty_Landfill	Option=Specialty_Lodge_MeetingHall	Option=Specialty_Lumberyard	Option=Specialty_Marina	Option=Specialty_Movie_Radio_TVStudio	Option=Specialty_ParkingGarage	Option=Specialty_ParkingLot	Option=Specialty_Police_FireStation	Option=Specialty_PostOffice	Option=Specialty_PublicLibrary	Option=Specialty_Radio_TVTransmissionFacilities	Option=Specialty_RailroadYard	Option=Specialty_RecyclingCenter	Option=Specialty_ReligiousFacility	Option=Specialty_Schools	Option=Specialty_Self_Storage	Option=Specialty_Shelter	Option=Specialty_Shipyard	Option=Specialty_Sorority_FraternityHouse	Option=Specialty_Trailer_CamperPark	Option=Specialty_UtilitySub_Station	Option=Specialty_WaterRetentionFacility	Option=Specialty_WaterTreatmentFacility	Option=Specialty_Winery_Vineyard	Option=Sports_Entertainment_AmusementPark	Option=Sports_Entertainment_BaseballField	Option=Sports_Entertainment_Casino	Option=Sports_Entertainment_GolfCourse_DrivingRange	Option=Sports_Entertainment_HorseStables	Option=Sports_Entertainment_RaceTrack	Option=Sports_Entertainment_SkatingRink	Option=Sports_Entertainment_SwimmingPool	Option=Sports_Entertainment_Theater_ConcertHall
VT_Chittenden	0.010830324909747292	0.0024067388688327317	0.0024067388688327317	0.0012033694344163659	0.0	0.00842358604091456	0.0012033694344163659	0.0	0.0024067388688327317	0.0	0.0	0.01684717208182912	0.0	0.009626955475330927	0.0012033694344163659	0.012033694344163659	0.0024067388688327317	0.021660649819494584	0.0024067388688327317	0.0036101083032490976	0.006016847172081829	0.0	0.0048134777376654635	0.11552346570397112	0.0	0.0	0.1299638989169675	0.0048134777376654635	0.0	0.0024067388688327317	0.0036101083032490976	0.021660649819494584	0.0036101083032490976	0.012033694344163659	0.0	0.02286401925391095	0.01684717208182912	0.032490974729241874	0.0	0.0	0.009626955475330927	0.0036101083032490976	0.0012033694344163659	0.010830324909747292	0.018050541516245487	0.17328519855595667	0.0	0.0	0.0	0.0012033694344163659	0.04693140794223827	0.07460890493381468	0.05896510228640193	0.049338146811071	0.036101083032490974	0.006016847172081829	0.0	0.0012033694344163659	0.0	0.0	0.0	0.0024067388688327317	0.0012033694344163659	0.0	0.0	0.0	0.0	0.0012033694344163659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012033694344163659	0.0	0.0	0.0	0.0	0.006016847172081829	0.007220216606498195	0.0024067388688327317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012033694344163659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NH_Rockingham	0.020780856423173802	0.012594458438287154	0.004722921914357683	0.0006297229219143577	0.00031486146095717883	0.001889168765743073	0.0006297229219143577	0.0	0.0012594458438287153	0.001889168765743073	0.00031486146095717883	0.011964735516372796	0.0	0.01920654911838791	0.0009445843828715365	0.009445843828715366	0.0015743073047858943	0.029282115869017633	0.0009445843828715365	0.015428211586901764	0.0006297229219143577	0.0	0.0012594458438287153	0.08879093198992444	0.0	0.0	0.0654911838790932	0.0	0.0025188916876574307	0.0015743073047858943	0.0012594458438287153	0.031171284634760706	0.00850125944584383	0.012909319899244332	0.0	0.0267632241813602	0.047544080604534	0.022355163727959697	0.0006297229219143577	0.00031486146095717883	0.031801007556675066	0.0053526448362720405	0.0006297229219143577	0.009445843828715366	0.022670025188916875	0.2352015113350126	0.002204030226700252	0.004093198992443325	0.001889168765743073	0.0015743073047858943	0.05384130982367758	0.013853904282115869	0.02959697732997481	0.039987405541561716	0.045969773299748114	0.0031486146095717885	0.0006297229219143577	0.004408060453400504	0.0012594458438287153	0.00031486146095717883	0.00031486146095717883	0.003778337531486146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005667506297229219	0.0	0.0	0.00031486146095717883	0.0012594458438287153	0.0006297229219143577	0.0012594458438287153	0.008816120906801008	0.0009445843828715365	0.00031486146095717883	0.0	0.0	0.005982367758186398	0.0025188916876574307	0.009445843828715366	0.0	0.0	0.0	0.0006297229219143577	0.00031486146095717883	0.0	0.0	0.0	0.0009445843828715365	0.0	0.0	0.0006297229219143577	0.0	0.0006297229219143577	0.0006297229219143577	0.0	0.0015743073047858943
VT_Orange	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07291666666666667	0.0	0.010416666666666666	0.010416666666666666	0.0	0.0	0.041666666666666664	0.0	0.0	0.11458333333333333	0.0	0.020833333333333332	0.0	0.0	0.020833333333333332	0.010416666666666666	0.010416666666666666	0.0	0.0	0.03125	0.0625	0.0	0.0	0.010416666666666666	0.0	0.0	0.03125	0.020833333333333332	0.07291666666666667	0.0	0.0	0.0	0.0	0.0	0.11458333333333333	0.052083333333333336	0.08333333333333333	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13541666666666666	0.0	0.0	0.0	0.0	0.0	0.010416666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA_Middlesex	0.005880826775058376	0.027933927181527287	0.024388134567153854	0.0009513102136123843	0.0006918619735362795	0.004324137334601747	0.00025944824007610484	0.0004324137334601747	0.001297241200380524	0.001297241200380524	0.004324137334601747	0.008561791922511459	8.648274669203493e-05	0.001297241200380524	0.0033728271209893627	0.00700510248205483	0.0010377929603044194	0.03701461558419095	0.0006053792268442445	0.018420825045403443	0.001383723947072559	0.0005188964801522097	0.002853930640837153	0.10412522701721007	8.648274669203493e-05	0.0	0.21058548819510509	0.003026896134221223	0.00034593098676813974	0.0004324137334601747	0.0023350341606849434	0.022485514139929084	0.0021620686673008735	0.012194067283576927	0.00017296549338406987	0.010291446856352159	0.031047306062440543	0.016172273631410532	0.0019026204272247686	0.00025944824007610484	0.006572688748594655	0.004064689094525642	0.0009513102136123843	0.004843033814753956	0.011415722563348612	0.13309694715904177	0.002594482400761048	0.002594482400761048	0.0021620686673008735	0.0006053792268442445	0.026550203234454728	0.02490703104730606	0.061748681138112944	0.034593098676813976	0.05258150998875724	0.004324137334601747	0.0	0.0016431721871486638	8.648274669203493e-05	0.00017296549338406987	0.0004324137334601747	0.0019891031739168036	0.0006918619735362795	8.648274669203493e-05	0.00034593098676813974	0.0016431721871486638	0.0	0.0	0.0	0.00683213698867076	0.00017296549338406987	0.0	0.0	0.0019891031739168036	0.002680965147453083	0.001124275706996454	0.004583585574677852	0.00034593098676813974	0.0008648274669203494	0.00017296549338406987	0.00017296549338406987	0.009426619389431809	0.009426619389431809	0.004497102827985816	0.0010377929603044194	8.648274669203493e-05	0.00025944824007610484	0.0	0.0010377929603044194	0.0	0.00017296549338406987	0.0	0.00017296549338406987	0.0	0.0	0.0007783447202283144	0.00025944824007610484	0.0	0.0010377929603044194	0.00034593098676813974	0.00025944824007610484
NH_Merrimack	0.012872083668543845	0.007240547063555913	0.0016090104585679806	0.0016090104585679806	0.0008045052292839903	0.003218020917135961	0.0	0.0008045052292839903	0.0008045052292839903	0.0008045052292839903	0.0008045052292839903	0.008045052292839904	0.0	0.007240547063555913	0.0016090104585679806	0.015285599356395816	0.0016090104585679806	0.0249396621078037	0.0008045052292839903	0.02654867256637168	0.002413515687851971	0.0	0.002413515687851971	0.09332260659694289	0.0	0.0	0.12228479485116653	0.0	0.0008045052292839903	0.0008045052292839903	0.0016090104585679806	0.02091713596138375	0.015285599356395816	0.007240547063555913	0.0008045052292839903	0.027353177795655673	0.042638777152051485	0.017699115044247787	0.0	0.0008045052292839903	0.02654867256637168	0.004022526146419952	0.0016090104585679806	0.006436041834271922	0.02413515687851971	0.1898632341110217	0.0	0.006436041834271922	0.003218020917135961	0.002413515687851971	0.04022526146419952	0.031375703942075624	0.029766693483507644	0.04746580852775543	0.0498793242156074	0.004022526146419952	0.0	0.004022526146419952	0.0016090104585679806	0.0008045052292839903	0.003218020917135961	0.0056315366049879325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004827031375703942	0.0	0.0	0.0	0.0	0.0008045052292839903	0.0	0.012872083668543845	0.0	0.0	0.0	0.0008045052292839903	0.002413515687851971	0.007240547063555913	0.008849557522123894	0.0008045052292839903	0.0	0.0	0.0	0.0008045052292839903	0.0	0.0	0.0	0.0008045052292839903	0.0	0.0	0.0016090104585679806	0.0	0.0	0.0008045052292839903	0.0	0.0016090104585679806
ME_Penobscot	0.003181336161187699	0.0021208907741251328	0.0	0.0021208907741251328	0.0	0.0042417815482502655	0.0010604453870625664	0.0	0.0021208907741251328	0.0010604453870625664	0.0010604453870625664	0.01166489925768823	0.0	0.012725344644750796	0.0010604453870625664	0.010604453870625663	0.0010604453870625664	0.01166489925768823	0.0	0.003181336161187699	0.005302226935312832	0.0010604453870625664	0.003181336161187699	0.08483563096500531	0.0	0.0	0.12407211028632026	0.0010604453870625664	0.012725344644750796	0.0021208907741251328	0.006362672322375398	0.02014846235418876	0.006362672322375398	0.005302226935312832	0.0	0.012725344644750796	0.032873806998939555	0.019088016967126194	0.0	0.0	0.03711558854718982	0.0010604453870625664	0.003181336161187699	0.010604453870625663	0.03711558854718982	0.17497348886532343	0.003181336161187699	0.0021208907741251328	0.0010604453870625664	0.0	0.030752916224814422	0.06786850477200425	0.051961823966065745	0.033934252386002124	0.05620360551431601	0.006362672322375398	0.0	0.0021208907741251328	0.0	0.0010604453870625664	0.0	0.0010604453870625664	0.0010604453870625664	0.0	0.0	0.0	0.0	0.0	0.0	0.0021208907741251328	0.0010604453870625664	0.0	0.0010604453870625664	0.0	0.0	0.0010604453870625664	0.033934252386002124	0.0010604453870625664	0.0010604453870625664	0.0	0.0	0.0021208907741251328	0.0021208907741251328	0.008483563096500531	0.0	0.0	0.0	0.005302226935312832	0.0010604453870625664	0.0	0.0	0.0	0.0	0.0	0.0010604453870625664	0.007423117709437964	0.0021208907741251328	0.0	0.0	0.0	0.0
VT_Orleans	0.007042253521126761	0.0	0.007042253521126761	0.0	0.0	0.007042253521126761	0.0	0.0	0.0	0.0	0.007042253521126761	0.014084507042253521	0.0	0.028169014084507043	0.0	0.0	0.007042253521126761	0.02112676056338028	0.007042253521126761	0.0	0.007042253521126761	0.0	0.0	0.056338028169014086	0.0	0.0	0.056338028169014086	0.0	0.0	0.0	0.0	0.007042253521126761	0.02112676056338028	0.0	0.0	0.02112676056338028	0.02112676056338028	0.035211267605633804	0.0	0.0	0.04225352112676056	0.0	0.0	0.014084507042253521	0.02112676056338028	0.18309859154929578	0.0	0.0	0.007042253521126761	0.0	0.04225352112676056	0.06338028169014084	0.09154929577464789	0.028169014084507043	0.04929577464788732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007042253521126761	0.0	0.0	0.0	0.0	0.0	0.0	0.09859154929577464	0.0	0.0	0.0	0.0	0.0	0.007042253521126761	0.007042253521126761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007042253521126761	0.0	0.0	0.0	0.0
CT_Tolland	0.0	0.005471956224350205	0.0027359781121751026	0.0	0.0	0.0013679890560875513	0.0	0.0	0.0013679890560875513	0.0027359781121751026	0.0	0.005471956224350205	0.0	0.004103967168262654	0.0	0.004103967168262654	0.0	0.02188782489740082	0.0027359781121751026	0.019151846785225718	0.0027359781121751026	0.0	0.0013679890560875513	0.046511627906976744	0.0	0.0	0.1600547195622435	0.006839945280437756	0.0013679890560875513	0.0	0.0	0.03283173734610123	0.009575923392612859	0.016415868673050615	0.0	0.019151846785225718	0.028727770177838577	0.03283173734610123	0.004103967168262654	0.0	0.023255813953488372	0.0027359781121751026	0.0013679890560875513	0.013679890560875513	0.019151846785225718	0.2667578659370725	0.0027359781121751026	0.0027359781121751026	0.0013679890560875513	0.0	0.0560875512995896	0.0533515731874145	0.02188782489740082	0.012311901504787962	0.04103967168262654	0.005471956224350205	0.0013679890560875513	0.004103967168262654	0.0	0.0	0.0	0.0027359781121751026	0.0	0.0	0.0	0.0013679890560875513	0.0	0.0	0.0	0.0	0.0013679890560875513	0.0	0.0	0.0	0.0	0.0	0.005471956224350205	0.0	0.0	0.0	0.0	0.0027359781121751026	0.004103967168262654	0.013679890560875513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013679890560875513	0.0013679890560875513	0.0	0.0013679890560875513	0.0	0.0013679890560875513
ME_Androscoggin	0.003246753246753247	0.003896103896103896	0.0	0.0	0.0	0.0012987012987012987	0.0012987012987012987	0.0006493506493506494	0.0006493506493506494	0.0006493506493506494	0.0006493506493506494	0.004545454545454545	0.0	0.005844155844155844	0.0006493506493506494	0.006493506493506494	0.0025974025974025974	0.01818181818181818	0.0	0.014935064935064935	0.001948051948051948	0.0	0.0025974025974025974	0.08571428571428572	0.0	0.0	0.20194805194805196	0.0	0.003246753246753247	0.0	0.003246753246753247	0.025324675324675326	0.008441558441558441	0.012337662337662338	0.0	0.02727272727272727	0.045454545454545456	0.023376623376623377	0.005194805194805195	0.0	0.03116883116883117	0.005194805194805195	0.001948051948051948	0.005844155844155844	0.02207792207792208	0.1987012987012987	0.0012987012987012987	0.0025974025974025974	0.001948051948051948	0.0006493506493506494	0.03831168831168831	0.01103896103896104	0.02857142857142857	0.026623376623376622	0.06558441558441558	0.003896103896103896	0.0006493506493506494	0.0006493506493506494	0.0006493506493506494	0.0	0.0	0.005194805194805195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005194805194805195	0.0	0.0	0.0	0.0012987012987012987	0.0006493506493506494	0.0006493506493506494	0.006493506493506494	0.0012987012987012987	0.0006493506493506494	0.0	0.0006493506493506494	0.005194805194805195	0.003246753246753247	0.006493506493506494	0.0012987012987012987	0.0	0.0	0.0012987012987012987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006493506493506494	0.0	0.0006493506493506494
CT_Middlesex	0.00477326968973747	0.017303102625298328	0.0011933174224343676	0.0029832935560859188	0.0	0.003579952267303103	0.0	0.0	0.0	0.0005966587112171838	0.0017899761336515514	0.010143198090692125	0.0	0.010143198090692125	0.0011933174224343676	0.012529832935560859	0.0005966587112171838	0.081145584725537	0.0005966587112171838	0.0256563245823389	0.0053699284009546535	0.0	0.0011933174224343676	0.04355608591885442	0.0005966587112171838	0.0	0.06801909307875895	0.0	0.0	0.0	0.0005966587112171838	0.032219570405727926	0.010739856801909307	0.014319809069212411	0.0	0.018496420047732696	0.032219570405727926	0.03162291169451074	0.002386634844868735	0.0011933174224343676	0.012529832935560859	0.008949880668257757	0.0	0.008353221957040573	0.01909307875894988	0.17004773269689738	0.0005966587112171838	0.0029832935560859188	0.002386634844868735	0.0	0.045346062052505964	0.03818615751789976	0.06861575178997613	0.07696897374701671	0.057279236276849645	0.002386634844868735	0.0	0.002386634844868735	0.0	0.0	0.0	0.00477326968973747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003579952267303103	0.0	0.010739856801909307	0.0	0.0	0.0005966587112171838	0.0	0.0053699284009546535	0.0	0.0	0.0	0.0	0.00477326968973747	0.0029832935560859188	0.008949880668257757	0.0005966587112171838	0.0011933174224343676	0.0005966587112171838	0.0	0.0005966587112171838	0.0	0.0	0.0	0.0	0.0	0.0	0.0011933174224343676	0.0005966587112171838	0.0	0.0	0.0	0.0005966587112171838
CT_New_London	0.001554243083618278	0.006527820951196767	0.0018650917003419335	0.0009325458501709667	0.0	0.001554243083618278	0.0006216972334473111	0.0006216972334473111	0.0	0.001554243083618278	0.00031084861672365556	0.015542430836182779	0.00031084861672365556	0.01336649051911719	0.0006216972334473111	0.007771215418091389	0.0012433944668946222	0.02953061858874728	0.0	0.014920733602735468	0.002175940317065589	0.00031084861672365556	0.0006216972334473111	0.041342866024246194	0.0006216972334473111	0.0	0.12278520360584395	0.00031084861672365556	0.0018650917003419335	0.0006216972334473111	0.001554243083618278	0.033882499222878455	0.0052844264843021444	0.01616412806963009	0.00031084861672365556	0.015231582219459123	0.045383898041653714	0.022070251787379546	0.008082064034815045	0.0006216972334473111	0.014299036369288157	0.004351880634131178	0.0006216972334473111	0.004351880634131178	0.02548958657133976	0.15449176251165683	0.003730183400683867	0.0034193347839602114	0.002175940317065589	0.002175940317065589	0.04476220080820641	0.030463164438918246	0.05626359962698166	0.04724898974199565	0.11066210755362138	0.002175940317065589	0.00031084861672365556	0.0024867889337892445	0.0	0.00031084861672365556	0.0	0.003730183400683867	0.0009325458501709667	0.0	0.00031084861672365556	0.0	0.0	0.0	0.0	0.012433944668946224	0.0	0.009014609884986011	0.00031084861672365556	0.001554243083618278	0.0006216972334473111	0.007771215418091389	0.0052844264843021444	0.0012433944668946222	0.0006216972334473111	0.0006216972334473111	0.0	0.006527820951196767	0.0009325458501709667	0.006838669567920423	0.001554243083618278	0.0012433944668946222	0.0	0.002175940317065589	0.0009325458501709667	0.0	0.001554243083618278	0.0009325458501709667	0.0006216972334473111	0.0	0.0006216972334473111	0.002175940317065589	0.0009325458501709667	0.00031084861672365556	0.0	0.0	0.00031084861672365556
RI_Washington	0.0012315270935960591	0.0024630541871921183	0.003694581280788177	0.0	0.0	0.0024630541871921183	0.0	0.0	0.0012315270935960591	0.0012315270935960591	0.0	0.020935960591133004	0.0	0.017241379310344827	0.0012315270935960591	0.008620689655172414	0.003694581280788177	0.04556650246305419	0.0012315270935960591	0.019704433497536946	0.0049261083743842365	0.0	0.0	0.12192118226600986	0.0	0.0	0.06896551724137931	0.0024630541871921183	0.0	0.0	0.0012315270935960591	0.03078817733990148	0.006157635467980296	0.007389162561576354	0.0	0.012315270935960592	0.017241379310344827	0.027093596059113302	0.0	0.0024630541871921183	0.01600985221674877	0.006157635467980296	0.0012315270935960591	0.009852216748768473	0.022167487684729065	0.21182266009852216	0.0	0.007389162561576354	0.0	0.0024630541871921183	0.06280788177339902	0.013546798029556651	0.04064039408866995	0.059113300492610835	0.06157635467980296	0.0024630541871921183	0.0	0.0012315270935960591	0.0049261083743842365	0.0	0.0012315270935960591	0.0024630541871921183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024630541871921183	0.0	0.003694581280788177	0.0	0.0012315270935960591	0.0	0.0	0.0049261083743842365	0.0	0.0	0.0	0.0	0.003694581280788177	0.008620689655172414	0.006157635467980296	0.0	0.0012315270935960591	0.0	0.0	0.0	0.0	0.0	0.0	0.0024630541871921183	0.0	0.0	0.003694581280788177	0.0012315270935960591	0.0	0.0	0.0	0.0
ME_Aroostook	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011135857461024499	0.0	0.031180400890868598	0.004454342984409799	0.0	0.004454342984409799	0.028953229398663696	0.004454342984409799	0.0	0.0	0.0	0.0022271714922048997	0.0334075723830735	0.0	0.0	0.155902004454343	0.0	0.011135857461024499	0.0	0.0022271714922048997	0.008908685968819599	0.0022271714922048997	0.011135857461024499	0.0	0.022271714922048998	0.017817371937639197	0.013363028953229399	0.004454342984409799	0.0066815144766146995	0.06904231625835189	0.0022271714922048997	0.004454342984409799	0.004454342984409799	0.0334075723830735	0.14699331848552338	0.0	0.0022271714922048997	0.0	0.0022271714922048997	0.0378619153674833	0.062360801781737196	0.0556792873051225	0.0400890868596882	0.05790645879732739	0.015590200445434299	0.0	0.0022271714922048997	0.0	0.0	0.0	0.004454342984409799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066815144766146995	0.0	0.0022271714922048997	0.0022271714922048997	0.0	0.0	0.0	0.0467706013363029	0.0	0.0	0.0	0.0	0.0022271714922048997	0.0022271714922048997	0.0066815144766146995	0.0	0.0	0.0	0.008908685968819599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004454342984409799	0.0	0.0	0.0	0.0
ME_Washington	0.0	0.0	0.0	0.005235602094240838	0.0	0.005235602094240838	0.0	0.0	0.0	0.0	0.0	0.015706806282722512	0.0	0.05759162303664921	0.0	0.005235602094240838	0.0	0.005235602094240838	0.0	0.010471204188481676	0.005235602094240838	0.0	0.0	0.04712041884816754	0.0	0.0	0.03664921465968586	0.0	0.005235602094240838	0.0	0.005235602094240838	0.020942408376963352	0.0	0.010471204188481676	0.0	0.010471204188481676	0.031413612565445025	0.041884816753926704	0.0	0.0	0.05235602094240838	0.0	0.005235602094240838	0.010471204188481676	0.020942408376963352	0.2198952879581152	0.0	0.0	0.005235602094240838	0.0	0.03664921465968586	0.07329842931937172	0.041884816753926704	0.031413612565445025	0.07853403141361257	0.020942408376963352	0.0	0.005235602094240838	0.0	0.0	0.0	0.010471204188481676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010471204188481676	0.0	0.005235602094240838	0.0	0.0	0.0	0.0	0.031413612565445025	0.0	0.0	0.0	0.0	0.0	0.005235602094240838	0.0	0.0	0.0	0.0	0.005235602094240838	0.005235602094240838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005235602094240838	0.0	0.0	0.0	0.0
ME_Knox	0.002403846153846154	0.009615384615384616	0.0	0.0	0.0	0.007211538461538462	0.0	0.002403846153846154	0.0	0.0	0.0	0.021634615384615384	0.0	0.02403846153846154	0.002403846153846154	0.002403846153846154	0.002403846153846154	0.019230769230769232	0.0	0.009615384615384616	0.002403846153846154	0.0	0.0	0.04807692307692308	0.0	0.0	0.0625	0.0	0.002403846153846154	0.0	0.004807692307692308	0.019230769230769232	0.019230769230769232	0.028846153846153848	0.0	0.007211538461538462	0.02403846153846154	0.04326923076923077	0.004807692307692308	0.002403846153846154	0.016826923076923076	0.002403846153846154	0.002403846153846154	0.004807692307692308	0.019230769230769232	0.20673076923076922	0.0	0.01201923076923077	0.002403846153846154	0.002403846153846154	0.04807692307692308	0.03125	0.057692307692307696	0.0985576923076923	0.0625	0.002403846153846154	0.0	0.0	0.0	0.0	0.002403846153846154	0.004807692307692308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.0	0.0	0.0	0.0	0.026442307692307692	0.0	0.0	0.0	0.0	0.007211538461538462	0.0	0.002403846153846154	0.0	0.002403846153846154	0.0	0.002403846153846154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002403846153846154	0.002403846153846154	0.0	0.0	0.0	0.0
ME_Kennebec	0.002616088947024199	0.0	0.0	0.0006540222367560497	0.0	0.002616088947024199	0.0	0.0	0.0013080444735120995	0.0006540222367560497	0.0006540222367560497	0.005886200130804447	0.0	0.011772400261608895	0.0006540222367560497	0.005232177894048398	0.001962066710268149	0.007194244604316547	0.001962066710268149	0.0032701111837802484	0.0013080444735120995	0.0	0.002616088947024199	0.06671026814911707	0.0	0.0	0.16939175931981687	0.0013080444735120995	0.008502289077828646	0.0	0.002616088947024199	0.03793328973185088	0.009810333551340745	0.011118378024852845	0.0	0.025506867233485938	0.04447351209941138	0.031393067364290386	0.0032701111837802484	0.001962066710268149	0.030085022890778287	0.002616088947024199	0.0013080444735120995	0.007194244604316547	0.025506867233485938	0.2040549378678875	0.003924133420536298	0.0013080444735120995	0.002616088947024199	0.0013080444735120995	0.04381948986265533	0.011772400261608895	0.033355134074558535	0.04512753433616743	0.061478090255068674	0.004578155657292348	0.0	0.004578155657292348	0.0006540222367560497	0.0	0.0	0.005232177894048398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007194244604316547	0.0	0.0	0.0	0.0	0.0006540222367560497	0.0	0.008502289077828646	0.0006540222367560497	0.0006540222367560497	0.0	0.0	0.005886200130804447	0.004578155657292348	0.004578155657292348	0.0032701111837802484	0.0	0.0	0.004578155657292348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006540222367560497	0.002616088947024199	0.0	0.0006540222367560497	0.0	0.0006540222367560497
MA_Essex	0.007535795026375283	0.014016578749058026	0.004822908816880181	0.000452147701582517	0.00015071590052750564	0.00452147701582517	0.0003014318010550113	0.00015071590052750564	0.0012057272042200451	0.0007535795026375283	0.00587792012057272	0.007083647324792766	0.0	0.008440090429540317	0.0021100226073850793	0.006782215523737754	0.001808590806330068	0.04099472494348154	0.000904295403165034	0.009947249434815373	0.0003014318010550113	0.0	0.0016578749058025622	0.0797287113790505	0.00015071590052750564	0.0	0.1838733986435569	0.000904295403165034	0.0003014318010550113	0.0007535795026375283	0.016428033157498117	0.019291635267520722	0.002260738507912585	0.008289374529012811	0.0003014318010550113	0.013112283345892992	0.029992464204973625	0.015222305953278071	0.003014318010550113	0.000452147701582517	0.009193669932177845	0.003918613413715147	0.0012057272042200451	0.005576488319517709	0.01492087415222306	0.16850037678975133	0.003014318010550113	0.001808590806330068	0.0021100226073850793	0.0006028636021100226	0.03828183873398643	0.017935192162773173	0.050339110776186885	0.04476262245666918	0.08997739261492087	0.0021100226073850793	0.00015071590052750564	0.0012057272042200451	0.00015071590052750564	0.0	0.000904295403165034	0.001808590806330068	0.00015071590052750564	0.0	0.0	0.00015071590052750564	0.0	0.0	0.0	0.005425772418990203	0.0003014318010550113	0.0016578749058025622	0.0	0.000904295403165034	0.00015071590052750564	0.0012057272042200451	0.0049736247174076865	0.0015071590052750565	0.000452147701582517	0.0	0.0	0.012057272042200452	0.006782215523737754	0.004069329314242653	0.0010550113036925397	0.0006028636021100226	0.00015071590052750564	0.0010550113036925397	0.0006028636021100226	0.00015071590052750564	0.0	0.0	0.0003014318010550113	0.0	0.0	0.0012057272042200451	0.001808590806330068	0.0	0.0003014318010550113	0.0003014318010550113	0.0003014318010550113
