Dependency=division	Option=VT_Essex	Option=VT_Caledonia	Option=VT_Franklin	Option=MA_Hampshire	Option=ME_Sagadahoc	Option=NH_Strafford	Option=ME_Franklin	Option=VT_Grand_Isle	Option=MA_Plymouth	Option=ME_Cumberland	Option=VT_Chittenden	Option=NH_Rockingham	Option=VT_Orange	Option=MA_Middlesex	Option=NH_Merrimack	Option=ME_Penobscot	Option=VT_Orleans	Option=CT_Tolland	Option=ME_Androscoggin	Option=CT_Middlesex	Option=CT_New_London	Option=RI_Washington	Option=ME_Aroostook	Option=ME_Washington	Option=ME_Knox	Option=ME_Kennebec	Option=MA_Essex	Option=CT_Litchfield	Option=VT_Windham	Option=MA_Barnstable	Option=ME_Somerset	Option=NH_Hillsborough	Option=NH_Belknap	Option=CT_Fairfield	Option=MA_Berkshire	Option=ME_Piscataquis	Option=CT_Windham	Option=MA_Suffolk	Option=NH_Coos	Option=MA_Worcester	Option=VT_Addison	Option=NH_Cheshire	Option=VT_Windsor	Option=ME_York	Option=VT_Bennington	Option=CT_New_Haven	Option=MA_Nantucket	Option=MA_Hampden	Option=ME_Oxford	Option=VT_Rutland	Option=MA_Bristol	Option=VT_Washington	Option=MA_Norfolk	Option=NH_Carroll	Option=RI_Newport	Option=NH_Grafton	Option=RI_Providence	Option=RI_Kent	Option=VT_Lamoille	Option=CT_Hartford	Option=ME_Waldo	Option=MA_Dukes	Option=RI_Bristol	Option=MA_Franklin	Option=ME_Lincoln	Option=ME_Hancock	Option=NH_Sullivan
1	0.000186375	0.000953378	0.001225771	0.008881466	0.002437206	0.009096513	0.001383473	0.00016487	0.025504645	0.029490194	0.005956818	0.022766372	0.000688152	0.082886512	0.008910139	0.006759663	0.001017892	0.005239993	0.01103911	0.012013992	0.023060271	0.005820622	0.003218546	0.001369136	0.002981993	0.010960259	0.04756136	0.017426024	0.001741886	0.019676855	0.002387028	0.02642935	0.004250774	0.052758344	0.015282716	0.000659479	0.006064342	0.056027067	0.001720381	0.048901824	0.000917536	0.002759777	0.002078793	0.018422411	0.001698876	0.056729556	0.000401422	0.033482911	0.003598463	0.002523225	0.048995011	0.001856578	0.039984517	0.003921035	0.00488158	0.004136082	0.067610965	0.013225427	0.000867359	0.089646175	0.001211435	0.000379917	0.002738273	0.005347517	0.003383416	0.002630749	0.001670203
