Dependency=location	Option=res1i	Option=res2i	Option=res3ai	Option=res3bi	Option=res3ci	Option=res3di	Option=res3ei	Option=res3fi	Option=res4i	Option=res5i	Option=res6i	Option=com1i	Option=com2i	Option=com3i	Option=com4i	Option=com5i	Option=com6i	Option=com7i	Option=com8i	Option=com9i	Option=com10i	Option=ind1i	Option=ind2i	Option=ind3i	Option=ind4i	Option=ind5i	Option=ind6i	Option=agr1i	Option=rel1i	Option=gov1i	Option=gov2i	Option=edu1i	Option=edu2i
ny_whiteplains	0.758095482	4.26639E-05	0.042877256	0.020649345	0.00682623	0.004266394	0.002986476	0.004522377	0.00140791	0.006698238	0.000767951	0.013396476	0.010026025	0.014036435	0.028883485	0.003455779	0.000682623	0.014548402	0.017705534	0.000682623	0	0.002858484	0.007423525	0.001706557	0.000639959	0.000469303	0.010239345	0.005759631	0.008148812	0.004437049	0.000639959	0.004693033	0.000426639
